Simulation Time,Total Vehicles,Passenger,Trucks,Buses,Motorcycles,Bicycles,Emergencies,Trailers,Deliveries,Total Fuel Consumption (ml),Total CO2 Emission (mg),Total CO Emission (mg),Total HC Emission (mg),Total NOx Emission (mg),Total PMx Emission (mg),Total Trip Time (s),Total Delay (s)
5040.0,221,217,1,0,0,0,0,3,0,20597472.056360543,64591878.04288442,1506523.3995470733,8314.026188071988,34513.3536637256,1434.5745334930987,246659.0,1830726.6809388283
5100.0,217,213,1,0,0,0,0,3,0,20810864.113962043,65261429.08169103,1520539.168436599,8392.089276923634,35108.66239617924,1454.1933790065573,249294.0,1850424.0788754316
5160.0,208,204,1,0,0,0,0,3,0,21018021.224618424,65911012.08409724,1534355.8029910438,8469.672654718379,35449.67221531634,1468.5168350392544,251485.0,1867870.6558971854
5220.0,206,202,1,0,0,0,0,3,0,21228228.213410813,66570691.933419906,1548194.506349736,8546.211256241058,36077.94105591587,1487.454539953381,253784.0,1885857.638817182
5280.0,198,193,1,0,0,0,0,3,1,21475049.79844873,67345509.73964624,1564500.1643219835,8647.387375720547,36938.54786969651,1514.8490646305959,255831.0,1902861.3902065184
5340.0,204,201,0,0,0,0,0,2,1,21716255.310858354,68102173.05760129,1583721.6852769423,8767.429996660288,37490.404433416086,1537.100727653105,258033.0,1919397.000308953
5400.0,207,204,0,0,0,0,0,2,1,21949046.4483238,68832373.80695768,1602747.2507009322,8882.141007371254,37978.82162287665,1558.9093037586904,260669.0,1936756.5694130878
5460.0,199,195,0,0,0,0,0,3,1,22194121.91489754,69601788.84925145,1620741.7748601334,8995.376869778165,38906.68318859666,1588.0874766044049,262848.0,1954176.5411942045
5520.0,193,190,0,0,0,0,0,2,1,22390606.16163158,70218188.28557464,1634820.7005809748,9088.139578050233,39394.45633891139,1606.7365210726464,264994.0,1971536.4137140196
5580.0,197,193,0,0,0,0,0,3,1,22590835.706877153,70846736.08875147,1646467.9547618392,9153.430421922109,40085.69964868923,1626.750522362564,267377.0,1988857.2100991786
5640.0,195,192,0,0,0,0,0,2,1,22767718.6821688,71402362.51208435,1657535.3294012272,9219.405349973164,40859.96703608902,1646.3905129547054,269250.0,2005050.9925061394
5700.0,206,203,0,0,0,0,0,2,1,23020888.217333853,72196610.60564668,1676243.1077704402,9327.132922578752,41457.65543273427,1668.444078942395,271438.0,2020918.998902794
5760.0,205,201,1,0,0,0,0,2,1,23234707.318504926,72867987.08146551,1689822.4422162184,9417.412585170665,42274.70438745945,1692.2033650733197,273604.0,2036961.4950970004
5820.0,206,203,1,0,0,0,0,2,0,23449218.84513733,73541055.19986953,1705439.3302552176,9502.685364259569,42853.28505305442,1712.6485307137357,275877.0,2053511.0273383027
5880.0,205,201,1,0,0,0,0,3,0,23691674.883959144,74301848.90054536,1722432.5969458139,9596.233978682052,43600.5437129468,1737.8079375434584,278407.0,2070352.6155443646
5940.0,209,205,1,0,0,0,0,3,0,23917454.1922632,75010461.72410338,1737611.1067839107,9679.792387741092,44364.11604635042,1761.4150013587403,281190.0,2088654.9325293938
6000.0,211,208,1,0,0,0,0,2,0,24132106.117794026,75684041.10250865,1752103.1041324676,9759.943088779646,44984.65419289268,1780.987167591441,283656.0,2106742.7425640514
6060.0,210,206,2,0,0,0,0,2,0,24377079.341976438,76452995.37220155,1770964.3203022731,9861.807975290367,45861.66935031157,1808.7069850378527,286104.0,2125339.727368403
6120.0,202,198,2,0,0,0,0,2,0,24628433.31059269,77241736.92330557,1788186.3835552307,9957.178311231617,46573.92746941506,1832.5062262211281,288437.0,2143304.122513155
6180.0,210,205,2,0,0,0,0,3,0,24865539.00977596,77986428.35477914,1803804.3248993035,10042.705500237129,47679.94051393403,1862.738099714681,290711.0,2161779.7784332642
6240.0,205,200,2,0,0,0,0,3,0,25093853.269831527,78703860.4395099,1816894.2323476456,10115.38948153505,48928.166473902274,1893.921435064169,293216.0,2180500.047705952
6300.0,202,197,2,0,0,0,0,3,0,25292908.13286861,79328393.98285358,1829632.1105398817,10186.6177797344,49514.15772965619,1913.4699351694483,295653.0,2199526.448455764
6360.0,200,195,2,0,0,0,0,3,0,25503840.107083373,79990741.65465274,1842212.8433162936,10256.353694428728,50405.622396253966,1937.8076831521462,298178.0,2219209.45425975
6420.0,201,196,2,0,0,0,0,3,0,25741775.688053302,80738053.40546228,1857369.2088791048,10339.714969126031,51517.52396975173,1968.1831473102704,300663.0,2238610.7327921954
6480.0,189,183,2,0,0,0,0,3,1,25915745.67066057,81284822.47210214,1866752.1341713767,10391.899486526,52530.03345560253,1992.8316747863428,302827.0,2256310.633781452
6540.0,174,169,1,0,0,0,0,3,1,26128267.093266845,81952341.5171083,1881094.121336577,10480.19390859743,53474.55285340874,2020.2025440642944,304706.0,2272763.247362042
6600.0,184,181,1,0,0,0,0,1,1,26326015.698286973,82572845.1270091,1895190.2957729835,10572.790331608712,53992.49166759892,2040.127431354594,306544.0,2289448.6224590917
6660.0,185,183,1,0,0,0,0,0,1,26515361.75540078,83166480.15537806,1910275.7591748808,10669.234722795052,54230.99608321504,2053.6082724086486,308502.0,2305431.9575503045
6720.0,185,183,1,0,0,0,0,0,1,26669796.885094553,83650812.86580086,1921595.568437756,10731.429968950315,54515.76276289723,2064.4060326917865,310757.0,2320537.3326832945
6780.0,187,184,1,0,0,0,0,0,2,26835396.34339818,84170286.85377015,1931962.1960214078,10815.435753507141,54854.505341627744,2079.4424282126697,312903.0,2335996.791416787
6840.0,205,202,1,0,0,0,0,0,2,27056167.592774253,84862756.00333014,1946991.3581905845,10920.392588943718,55296.62153108779,2098.4791821753556,315095.0,2352678.8595648566
