Loading configuration ... done.
***Starting server on port 49395 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3998ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_tlLogics_24h.tll.xml' ... done (70ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (20ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-20_gtfs_trips.rou.xml' ... 
done (574ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #14100.00 (38ms ~= 26.32*RT, ~3736.84UPS, TraCI: 51ms, vehicles TOT 4946 ACT 142 BUF 
Step #14200.00 (7ms ~= 142.86*RT, ~21285.71UPS, TraCI: 0ms, vehicles TOT 4965 ACT 149 BUF 
Step #14300.00 (9ms ~= 111.11*RT, ~16222.22UPS, TraCI: 0ms, vehicles TOT 4988 ACT 146 BUF 
Step #14400.00 (33ms ~= 30.30*RT, ~4272.73UPS, TraCI: 51ms, vehicles TOT 5013 ACT 141 BUF 
Step #14500.00 (26ms ~= 38.46*RT, ~5500.00UPS, TraCI: 0ms, vehicles TOT 5038 ACT 143 BUF 0
Step #14600.00 (9ms ~= 111.11*RT, ~18555.56UPS, TraCI: 0ms, vehicles TOT 5089 ACT 167 BUF 
Step #14700.00 (16ms ~= 62.50*RT, ~11125.00UPS, TraCI: 61ms, vehicles TOT 5122 ACT 178 BUF
Step #14800.00 (49ms ~= 20.41*RT, ~4040.82UPS, TraCI: 0ms, vehicles TOT 5166 ACT 198 BUF 0
Step #14900.00 (13ms ~= 76.92*RT, ~15307.69UPS, TraCI: 1ms, vehicles TOT 5196 ACT 199 BUF 
Step #15000.00 (12ms ~= 83.33*RT, ~16750.00UPS, TraCI: 70ms, vehicles TOT 5232 ACT 201 BUF
Step #15100.00 (26ms ~= 38.46*RT, ~8000.00UPS, TraCI: 0ms, vehicles TOT 5276 ACT 208 BUF 0
Step #15200.00 (11ms ~= 90.91*RT, ~19636.36UPS, TraCI: 0ms, vehicles TOT 5321 ACT 216 BUF 
