Loading configuration ... done.
***Starting server on port 55931 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3903ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_tlLogics_24h.tll.xml' ... done (67ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (19ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-19_gtfs_trips.rou.xml' ... 
done (558ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #11000.00 (6ms ~= 166.67*RT, ~26166.67UPS, TraCI: 0ms, vehicles TOT 4467 ACT 157 BUF 
Step #11100.00 (10ms ~= 100.00*RT, ~14400.00UPS, TraCI: 54ms, vehicles TOT 4489 ACT 144 BU
Step #11200.00 (5ms ~= 200.00*RT, ~28600.00UPS, TraCI: 0ms, vehicles TOT 4508 ACT 143 BUF 
Step #11300.00 (6ms ~= 166.67*RT, ~24833.33UPS, TraCI: 0ms, vehicles TOT 4528 ACT 149 BUF 
Step #11400.00 (6ms ~= 166.67*RT, ~22333.33UPS, TraCI: 54ms, vehicles TOT 4551 ACT 134 BUF
Step #11500.00 (5ms ~= 200.00*RT, ~27600.00UPS, TraCI: 1ms, vehicles TOT 4577 ACT 138 BUF 
Step #11600.00 (5ms ~= 200.00*RT, ~25600.00UPS, TraCI: 1ms, vehicles TOT 4596 ACT 128 BUF 
Step #11700.00 (13ms ~= 76.92*RT, ~9923.08UPS, TraCI: 46ms, vehicles TOT 4627 ACT 129 BUF 
Step #11800.00 (5ms ~= 200.00*RT, ~24200.00UPS, TraCI: 0ms, vehicles TOT 4644 ACT 121 BUF 
Step #11900.00 (5ms ~= 200.00*RT, ~23800.00UPS, TraCI: 0ms, vehicles TOT 4669 ACT 119 BUF 
Step #12000.00 (5ms ~= 200.00*RT, ~22600.00UPS, TraCI: 41ms, vehicles TOT 4692 ACT 113 BUF
Step #12100.00 (5ms ~= 200.00*RT, ~23200.00UPS, TraCI: 0ms, vehicles TOT 4712 ACT 116 BUF 
Step #12200.00 (5ms ~= 200.00*RT, ~21800.00UPS, TraCI: 0ms, vehicles TOT 4737 ACT 109 BUF 
Step #12300.00 (6ms ~= 166.67*RT, ~18666.67UPS, TraCI: 44ms, vehicles TOT 4758 ACT 112 BUF
Step #12400.00 (5ms ~= 200.00*RT, ~23800.00UPS, TraCI: 0ms, vehicles TOT 4785 ACT 119 BUF 
Step #12500.00 (5ms ~= 200.00*RT, ~25400.00UPS, TraCI: 0ms, vehicles TOT 4810 ACT 127 BUF 
Step #12600.00 (16ms ~= 62.50*RT, ~7812.50UPS, TraCI: 47ms, vehicles TOT 4834 ACT 125 BUF 
Step #12700.00 (5ms ~= 200.00*RT, ~24600.00UPS, TraCI: 0ms, vehicles TOT 4854 ACT 123 BUF 
Step #12800.00 (6ms ~= 166.67*RT, ~22666.67UPS, TraCI: 0ms, vehicles TOT 4882 ACT 136 BUF 
Step #12900.00 (16ms ~= 62.50*RT, ~8312.50UPS, TraCI: 51ms, vehicles TOT 4906 ACT 133 BUF 
Step #13000.00 (5ms ~= 200.00*RT, ~26200.00UPS, TraCI: 0ms, vehicles TOT 4929 ACT 131 BUF 
Step #13100.00 (5ms ~= 200.00*RT, ~27200.00UPS, TraCI: 0ms, vehicles TOT 4956 ACT 136 BUF 
